,State_code,City,Startup_name,Status,Age_first_funding_year,Age_last_funding_year,Funding_rounds,Funding_total_usd,Category,Has_VC,Has_angel,Has_roundA,Has_roundB,Has_roundC,Has_roundD,Founded_month,Founded_quarter,Founded_at
212,CA,San Francisco,Mogad,1,0.0,0.0,1,500000,web,0,0,1,0,0,0,6,2007-Q2,2007/06/01
213,CA,Mountain View,Meebo,1,0.0,5.0,5,70000000,web,0,0,1,1,1,1,2,2005-Q1,2005/02/01
214,MA,Cambridge,N2N Commerce,1,2.0,2.0,1,30000000,e-commerce,1,0,0,0,0,0,1,2006-Q1,2006/01/01
215,CA,Santa Clara,Provigent,1,6.0,9.0,3,32000000,semiconductors,0,0,0,0,0,1,1,2000-Q1,2000/01/01
216,CA,Palo Alto,Generic Media,0,5.0,5.0,1,2500000,hardware&software,1,0,0,0,0,0,1,2000-Q1,2000/01/01
217,NY,New York,WireImage,1,5.0,5.0,1,15000000,games,0,0,0,0,1,0,1,2001-Q1,2001/01/01
218,CA,San Francisco,Hello Chair,0,1.0,4.0,2,889999,mobile,1,1,0,0,0,0,1,2006-Q1,2006/01/01
219,CA,San Francisco,Consorte Media,1,2.0,2.0,1,7000000,web,0,0,0,1,0,0,7,2005-Q3,2005/07/01
220,NY,New York,Triples Media,0,0.0,0.0,2,100000,advertising,0,1,0,0,0,0,6,2010-Q2,2010/06/01
221,NY,New York,RightsFlow,1,1.0,1.0,1,1500000,art&music,0,0,1,0,0,0,10,2007-Q4,2007/10/01
222,WA,Seattle,thePlatform,1,6.0,6.0,1,8000000,web,1,0,0,0,0,0,1,2000-Q1,2000/01/01
223,CA,San Francisco,TwtBks,0,0.0,0.0,1,25000,web,0,1,0,0,0,0,6,2009-Q2,2009/06/20
224,CA,San Mateo,Picateers,0,1.0,3.0,2,12100000,web,0,0,1,1,0,0,1,2005-Q1,2005/01/01
225,CA,San Francisco,Vontu,1,4.0,5.0,2,20000000,hardware&software,0,0,0,0,1,1,1,2001-Q1,2001/01/01
226,TX,Austin,NextIO,0,2.0,9.0,4,49600000,hardware&software,0,0,0,1,1,0,1,2003-Q1,2003/01/01
227,CA,San Francisco,threadsy,1,0.0,2.0,2,6300000,hardware&software,0,0,1,1,0,0,6,2008-Q2,2008/06/01
228,NY,New York,Sonar.me,0,2.0,2.0,1,200000,mobile,0,1,0,0,0,0,1,2010-Q1,2010/01/01
229,CA,Mountain View,Krillion,1,0.0,0.0,1,9150000,web,0,0,1,0,0,0,5,2006-Q2,2006/05/01
230,CA,Los Angeles,nprogress,0,1.0,1.0,1,1700000,social_media,0,0,0,0,0,0,2,2010-Q1,2010/02/01
231,CA,Los Angeles,NextMedium,0,1.0,2.0,2,9500000,hardware&software,0,0,1,1,0,0,1,2004-Q1,2004/01/01
232,CA,Palo Alto,Kapow Software,1,0.0,5.0,3,19743770,hardware&software,0,0,0,1,1,0,1,2005-Q1,2005/01/01
233,CA,Palo Alto,TrustedID,1,0.0,2.0,3,25000000,security,0,0,1,1,0,0,1,2005-Q1,2005/01/01
234,CA,Sunnyvale,Azingo,0,1.0,3.0,2,80000000,mobile,0,0,1,1,0,0,1,2005-Q1,2005/01/01
235,CA,Santa Clara,Vudu,1,1.0,3.0,2,36000000,hardware&software,0,0,1,1,0,0,1,2004-Q1,2004/01/01
236,CA,Sunnyvale,Plaxo,1,0.0,4.0,4,28300000,web,0,0,1,1,1,1,11,2002-Q4,2002/11/17
237,NY,New York,MyNines,0,0.0,0.0,1,500000,e-commerce,0,1,0,0,0,0,8,2009-Q3,2009/08/01
238,CA,Los Angeles,Contur,0,0.0,0.0,1,20000,hardware&software,0,1,0,0,0,0,9,2011-Q3,2011/09/01
239,CA,Palo Alto,MyMiniLife,1,0.0,0.0,3,430000,games,0,1,0,0,0,0,1,2007-Q1,2007/01/01
240,CA,Menlo Park,Factery,0,0.0,0.0,1,1200000,web,1,0,0,0,0,0,4,2009-Q2,2009/04/01
241,CA,Los Angeles,HeadCase Humanufacturing,0,0.0,0.0,1,900000,hardware&software,0,0,1,0,0,0,1,2006-Q1,2006/01/01
242,CA,San Mateo,bluepulse,0,16.0,16.0,1,6000000,web,0,0,1,0,0,0,4,1990-Q2,1990/04/10
243,NY,New York,Mr. Youth,1,0.0,7.0,2,15100000,advertising,0,1,1,0,0,0,1,2002-Q1,2002/01/01
244,CA,Santa Clara,Atrica,0,6.0,6.0,1,22200000,public_relations,0,0,0,0,0,0,1,2000-Q1,2000/01/01
245,NY,New York,Next New Networks,1,0.0,3.0,4,27063781,web,0,0,1,1,1,0,3,2007-Q1,2007/03/01
246,CA,Mountain View,Sensory Networks,1,2.0,5.0,3,17400000,web,1,0,0,0,1,0,1,2003-Q1,2003/01/01
247,CA,Menlo Park,Flock,1,0.0,3.0,5,28300000,web,0,1,1,1,1,1,1,2005-Q1,2005/01/01
248,CA,Mountain View,AdMob,1,0.0,2.0,4,46800000,advertising,0,0,1,1,1,0,12,2006-Q4,2006/12/01
249,CA,Mountain View,TimeBridge,1,0.0,4.0,3,12400000,web,1,0,1,1,0,0,5,2005-Q2,2005/05/01
250,CA,San Francisco,Loyalty Lab,1,2.0,7.0,3,11000000,hardware&software,1,1,0,1,0,0,1,2003-Q1,2003/01/01
251,CA,Sunnyvale,ZManda,1,0.0,2.0,2,13000000,hardware&software,0,0,1,1,0,0,1,2005-Q1,2005/01/01
252,NY,New York,Jumo,1,0.0,0.0,1,3500000,social_media,0,0,0,0,0,0,2,2010-Q1,2010/02/01
253,CA,San Francisco,PicApp,1,0.0,0.0,1,3200000,web,0,0,1,0,0,0,1,2008-Q1,2008/01/01
254,CA,San Mateo,Composite Software,1,0.0,10.0,3,14650003,hardware&software,0,1,0,0,0,1,1,2002-Q1,2002/01/01
255,CA,San Francisco,Terracotta,1,3.0,5.0,2,23500000,hardware&software,1,0,0,1,0,0,1,2003-Q1,2003/01/01
256,CA,Sunnyvale,Aquest Systems,0,3.0,3.0,1,20000000,hardware&software,0,0,0,1,0,0,1,2004-Q1,2004/01/01
257,WA,Seattle,Faves,0,0.0,0.0,1,1500000,web,0,0,0,0,0,0,12,2004-Q4,2004/12/01
258,CA,San Mateo,Attributor,1,0.0,4.0,4,25200000,hardware&software,0,0,1,1,1,1,10,2005-Q4,2005/10/01
259,CA,San Mateo,Greenplum Software,1,2.0,4.0,4,61000000,hardware&software,0,0,1,1,1,0,6,2003-Q2,2003/06/01
260,CA,Santa Clara,PlaySpan,1,1.0,4.0,4,46300000,games,1,0,1,1,1,0,5,2006-Q2,2006/05/01
261,CA,San Mateo,D2C Games,0,0.0,1.0,2,7500000,games,0,0,1,0,0,0,1,2006-Q1,2006/01/01
262,CA,Sunnyvale,Mu Dynamics,1,0.0,3.0,3,24000000,web,0,0,1,1,1,0,1,2005-Q1,2005/01/01
263,CA,San Francisco,ReTel Technologies,1,1.0,2.0,2,1000000,analytics,0,1,0,0,0,0,10,2007-Q4,2007/10/01
264,CA,Menlo Park,Roxro Pharma,0,8.0,8.0,1,42700000,biotechnology,0,0,0,1,0,0,1,1999-Q1,1999/01/01
265,CA,Menlo Park,Intelliden,1,5.0,7.0,3,80000000,hardware&software,1,0,0,0,0,1,1,2000-Q1,2000/01/01
266,NY,New York,XGraph,1,1.0,1.0,1,3750000,analytics,0,0,1,0,0,0,10,2008-Q4,2008/10/01
267,CA,Palo Alto,Playdom,1,1.0,2.0,2,76000000,games,0,0,1,0,0,0,2,2008-Q1,2008/02/01
268,CA,San Francisco,Servio,1,1.0,3.0,2,9356180,analytics,0,0,1,1,0,0,4,2009-Q2,2009/04/30
269,CA,San Francisco,Dapper,1,1.0,1.0,1,3000000,advertising,0,0,1,0,0,0,10,2006-Q4,2006/10/01
270,CA,San Francisco,SeeSaw Networks,0,1.0,6.0,5,21138876,advertising,1,0,1,1,0,0,1,2005-Q1,2005/01/01
271,CA,San Mateo,Smalltown,0,0.0,0.0,1,4000000,web,0,0,1,0,0,0,1,2005-Q1,2005/01/15
272,CA,Mountain View,Skyrider,0,3.0,5.0,2,17000000,hardware&software,1,0,0,0,1,0,1,2003-Q1,2003/01/01
273,NY,New York,SkillSlate,1,1.0,1.0,1,1100000,web,0,1,0,0,0,0,1,2009-Q1,2009/01/01
274,CA,Palo Alto,PlayerDuel,0,0.0,1.0,2,21189,mobile,1,1,0,0,0,0,1,2011-Q1,2011/01/01
275,CA,Santa Clara,PANTA Systems,0,3.0,3.0,1,9500000,hardware&software,1,0,0,0,0,0,1,2002-Q1,2002/01/01
276,CA,Santa Clara,Beceem Communications,1,1.0,5.0,3,69600000,semiconductors,1,0,0,1,0,1,10,2003-Q4,2003/10/01
277,NY,New York,Panther Express,1,1.0,3.0,2,21750000,games,1,0,0,1,0,0,1,2005-Q1,2005/01/01
278,TX,Austin,BreakingPoint Systems,1,2.0,4.0,2,20000000,security,1,0,0,0,1,0,8,2005-Q3,2005/08/28
279,CA,Santa Clara,OptiMedica,1,4.0,9.0,2,51000000,biotechnology,0,0,0,0,1,0,1,2004-Q1,2004/01/01
280,CA,Mountain View,Clever Sense,1,2.0,3.0,2,2000000,web,1,0,1,0,0,0,4,2008-Q2,2008/04/11
281,TX,Austin,AlterPoint,1,2.0,4.0,3,26800000,hardware&software,0,0,1,1,1,0,1,2001-Q1,2001/01/01
282,CA,San Jose,Shocking Technologies,0,1.0,6.0,6,55900000,hardware&software,1,0,1,1,1,0,1,2006-Q1,2006/01/01
283,CA,Mountain View,Ribbit,1,1.0,2.0,2,11000000,mobile,0,0,1,1,0,0,2,2005-Q1,2005/02/23
284,NY,New York,Tripl,0,0.0,1.0,3,900000,social_media,0,1,0,0,0,0,5,2011-Q2,2011/05/17
285,CA,Santa Clara,Azaire Networks,0,3.0,3.0,1,21000000,hardware&software,0,0,0,0,1,0,1,2003-Q1,2003/01/01
286,NY,New York,Quigo,1,4.0,7.0,2,35000000,advertising,1,0,1,0,0,0,1,2000-Q1,2000/01/01
287,CA,San Francisco,Weatherista,0,0.0,0.0,1,500000,web,0,1,0,0,0,0,8,2010-Q3,2010/08/16
288,CA,Sunnyvale,VirtualLogix,1,2.0,8.0,4,29288979,hardware&software,1,0,1,1,1,0,1,2002-Q1,2002/01/01
289,CA,Mountain View,HighlightCam,0,0.0,2.0,2,3000000,mobile,0,1,1,0,0,0,7,2009-Q3,2009/07/27
290,CA,Mountain View,MerchantCircle,1,0.0,1.0,2,14300000,web,0,0,1,1,0,0,10,2005-Q4,2005/10/01
291,CA,San Diego,Helicomm,0,4.0,4.0,1,1000000,web,1,0,0,0,0,0,1,2002-Q1,2002/01/01
292,CA,Mountain View,Kace networks,1,2.0,3.0,2,11000000,hardware&software,1,0,0,1,0,0,1,2003-Q1,2003/01/01
293,NY,New York,Thwapr,0,2.0,3.0,2,2000000,social_media,1,1,0,0,0,0,1,2007-Q1,2007/01/01
294,CA,San Francisco,Zinch,1,0.0,2.0,2,5000000,web,1,1,0,0,0,0,2,2007-Q1,2007/02/01
295,CA,Santa Clara,BroadLight,1,5.0,7.0,3,27000000,hardware&software,0,0,0,0,0,1,6,2000-Q2,2000/06/01
296,NY,New York,BBE,1,3.0,3.0,1,10000000,advertising,0,0,1,0,0,0,4,2004-Q2,2004/04/01
297,CA,Sunnyvale,Mobius Microsystems,1,2.0,3.0,2,20220000,hardware&software,0,0,1,1,0,0,1,2004-Q1,2004/01/01
298,NY,New York,Boonty,1,4.0,4.0,1,10000000,games,0,0,0,1,0,0,3,2001-Q1,2001/03/01
299,NY,New York,B-Side Entertainment,0,1.0,3.0,2,7350000,games,0,0,1,1,0,0,4,2005-Q2,2005/04/07
300,CA,San Jose,Taggstr,0,0.0,0.0,1,50000,hardware&software,0,1,0,0,0,0,7,2009-Q3,2009/07/01
301,NY,New York,Fashism,0,1.0,1.0,1,1000000,fashion,0,0,1,0,0,0,1,2009-Q1,2009/01/01
302,CA,Mountain View,Goodmail Systems,0,2.0,6.0,4,45000000,security,0,0,1,1,1,0,1,2003-Q1,2003/01/01
303,WA,Seattle,LookStat,0,1.0,1.0,1,500000,e-commerce,0,0,1,0,0,0,1,2008-Q1,2008/01/01
304,CA,San Francisco,Sweepery,0,0.0,1.0,2,500000,hardware&software,0,0,0,0,0,0,8,2008-Q3,2008/08/01
305,TX,Austin,Luminary Micro,1,1.0,3.0,3,44000000,semiconductors,0,0,1,1,1,0,1,2004-Q1,2004/01/01
306,CA,Los Angeles,Clicker,1,0.0,1.0,2,19000000,games,0,0,1,1,0,0,1,2009-Q1,2009/01/01
307,CA,Menlo Park,iKoa,0,1.0,4.0,3,18700000,semiconductors,1,0,1,0,0,0,1,2006-Q1,2006/01/01
308,CA,Mountain View,Loopt,1,0.0,5.0,4,32006000,mobile,0,1,1,1,1,0,1,2005-Q1,2005/01/01
309,WA,Seattle,Wavii,1,1.0,1.0,1,2000000,web,0,0,0,0,0,0,3,2009-Q1,2009/03/01
310,CA,San Francisco,Seesmic,1,0.0,3.0,3,16000000,web,0,0,1,1,1,0,6,2007-Q2,2007/06/01
311,CA,San Diego,ID Analytics,1,0.0,5.0,3,35150000,web,0,0,1,1,1,0,1,2002-Q1,2002/01/01
312,CA,San Mateo,Bizanga,1,6.0,6.0,1,8000000,security,0,0,0,1,0,0,1,2003-Q1,2003/01/01
313,CA,San Francisco,Transpond,1,2.0,2.0,1,4100000,advertising,0,0,1,0,0,0,1,2007-Q1,2007/01/01
314,MA,Cambridge,Foldrx Pharmaceuticals,1,7.0,7.0,1,29000000,biotechnology,1,0,0,0,0,0,1,2003-Q1,2003/01/01
315,WA,Seattle,Klir Technologies,0,5.0,5.0,1,8700000,web,0,0,1,0,0,0,1,2000-Q1,2000/01/01
316,MA,Cambridge,MetaCarta,1,4.0,4.0,1,10000000,mobile,0,0,0,0,1,0,1,2001-Q1,2001/01/01
317,CA,San Francisco,Bebo,1,1.0,1.0,1,15000000,web,0,0,1,0,0,0,1,2005-Q1,2005/01/06
318,NY,New York,SideTour,1,0.0,1.0,3,4000000,web,0,1,1,0,0,0,6,2011-Q2,2011/06/01
319,WA,Seattle,Pelago,1,0.0,2.0,3,22400000,mobile,1,0,1,1,0,0,12,2005-Q4,2005/12/01
320,CA,Menlo Park,Trinity Biosystems,0,4.0,7.0,2,28500000,biotechnology,1,0,0,1,0,0,1,2002-Q1,2002/01/01
321,CA,Menlo Park,Gamook,0,0.0,0.0,1,1500000,games,0,0,1,0,0,0,1,2008-Q1,2008/01/01
322,CA,Palo Alto,ShopWell,1,2.0,4.0,5,7939553,web,1,0,0,1,0,0,1,2008-Q1,2008/01/01
323,CA,San Francisco,NewsBasis,0,0.0,0.0,1,545000,public_relations,0,1,0,0,0,0,1,2009-Q1,2009/01/01
324,NY,New York,Snapette,1,0.0,0.0,1,1500000,fashion,0,0,0,0,0,0,1,2011-Q1,2011/01/01
325,CA,San Francisco,EmSense,0,5.0,6.0,2,13000000,hardware&software,1,0,0,0,1,0,1,2004-Q1,2004/01/01
326,NY,New York,Image Space Media,1,2.0,2.0,2,3915000,advertising,1,0,1,0,0,0,1,2008-Q1,2008/01/01
327,TX,Austin,FameCast,0,0.0,3.0,3,9700000,games,1,0,1,0,0,0,1,2007-Q1,2007/01/01
328,CA,San Jose,Cassatt,1,3.0,3.0,1,15000000,hardware&software,0,0,0,0,0,1,1,2003-Q1,2003/01/01
329,CA,San Jose,SolFocus,0,0.0,6.0,8,211403000,clean_technology,1,0,1,1,1,0,11,2005-Q4,2005/11/01
330,CA,San Francisco,Giftiki,1,1.0,1.0,2,1020000,social_media,0,1,1,0,0,0,6,2009-Q2,2009/06/01
331,TX,Austin,Storspeed,0,0.0,0.0,1,13000000,hardware&software,0,0,1,0,0,0,1,2007-Q1,2007/01/01
332,NY,New York,SpaBooker,1,0.0,3.0,2,14700000,hardware&software,0,1,1,0,0,0,11,2007-Q4,2007/11/01
333,CA,Mountain View,Jajah,1,1.0,4.0,4,33000000,mobile,0,0,1,1,1,1,1,2005-Q1,2005/01/01
334,CA,San Jose,Baxano,1,5.0,5.0,1,30000000,health&medical,0,0,0,0,1,0,1,2005-Q1,2005/01/01
335,CA,San Francisco,Applied Identity,0,3.0,6.0,3,33000000,advertising,0,0,1,1,1,0,1,2002-Q1,2002/01/01
336,CA,San Francisco,WooMe,1,6.0,7.0,3,17400000,web,0,0,1,1,0,0,12,2000-Q4,2000/12/01
337,CA,Los Angeles,Mail.com Media Corporation,0,4.0,4.0,1,35000000,web,0,0,0,0,0,1,1,2004-Q1,2004/01/01
338,TX,Austin,Smooth-Stone,0,2.0,2.0,1,48000000,clean_technology,1,0,0,0,0,0,1,2008-Q1,2008/01/01
339,TX,Austin,MapMyFitness,1,0.0,6.0,5,23500000,health&medical,1,0,1,1,1,0,2,2007-Q1,2007/02/08
340,CA,San Francisco,What They Like,0,0.0,0.0,1,990000,web,0,0,1,0,0,0,8,2007-Q3,2007/08/29
341,MA,Cambridge,Sermo,1,0.0,5.0,4,41000000,health&medical,1,0,1,1,1,0,1,2006-Q1,2006/01/01
342,MA,Cambridge,Alnara Pharmaceuticals,1,0.0,2.0,2,55000000,biotechnology,0,0,1,1,0,0,1,2008-Q1,2008/01/01
343,CA,San Mateo,B-hive Networks,1,1.0,1.0,2,7500000,hardware&software,0,1,1,0,0,0,1,2005-Q1,2005/01/01
344,WA,Seattle,Kashless,0,0.0,2.0,2,9000000,e-commerce,1,0,1,0,0,0,9,2008-Q3,2008/09/01
345,CA,Mountain View,LaunchGram,1,0.0,0.0,2,70000,social_media,0,1,0,0,0,0,1,2012-Q1,2012/01/10
346,CA,San Francisco,Lookery,1,0.0,1.0,2,3150000,web,0,1,1,0,0,0,8,2007-Q3,2007/08/01
347,CA,San Francisco,Wantful,0,1.0,1.0,1,5500000,e-commerce,0,0,1,0,0,0,1,2011-Q1,2011/01/01
348,NY,New York,Oyster.com,1,0.0,4.0,4,23400000,travel,0,0,1,1,1,0,3,2008-Q1,2008/03/01
349,CA,San Jose,LogLogic,1,7.0,7.0,1,8800000,security,0,0,0,0,0,1,1,2002-Q1,2002/01/01
350,NY,New York,StyleTrek,0,0.0,0.0,1,1500000,fashion,0,0,0,0,0,0,2,2010-Q1,2010/02/01
351,CA,San Diego,Sequoia Communications,0,4.0,9.0,7,74000000,semiconductors,1,0,0,0,1,1,1,2000-Q1,2000/01/01
352,CA,San Francisco,Simple Star,1,2.0,4.0,2,7100000,web,0,1,1,0,0,0,1,2001-Q1,2001/01/01
353,MA,Cambridge,StyleFeeder,1,1.0,2.0,3,3500000,e-commerce,1,1,1,0,0,0,5,2006-Q2,2006/05/03
354,CA,Sunnyvale,FlashSoft,1,1.0,1.0,1,3000000,hardware&software,0,0,1,0,0,0,11,2009-Q4,2009/11/25
355,CA,Mountain View,Clearwell Systems,1,1.0,2.0,2,29000000,hardware&software,0,0,0,1,1,0,12,2004-Q4,2004/12/06
356,CA,Mountain View,Impeva,0,4.0,4.0,1,10000000,hardware&software,0,0,0,1,0,0,1,2004-Q1,2004/01/01
357,CA,San Francisco,Songbird,0,0.0,3.0,3,11015719,mobile,1,0,1,0,0,0,2,2006-Q1,2006/02/01
358,CA,San Francisco,SimpleGeo,1,0.0,1.0,3,9807367,advertising,0,1,1,0,0,0,5,2009-Q2,2009/05/01
359,CA,San Francisco,1000memories,1,0.0,0.0,2,2535000,web,0,1,1,0,0,0,7,2010-Q3,2010/07/01
360,CA,Mountain View,TouristEye,1,0.0,2.0,3,475000,travel,0,1,0,0,0,0,2,2010-Q1,2010/02/01
361,NY,New York,Oberon Media,1,5.0,7.0,2,36000000,games,1,0,0,1,0,0,1,2003-Q1,2003/01/01
362,CA,San Diego,Aragon Pharmaceuticals,1,0.0,3.0,4,122000000,biotechnology,0,0,1,1,1,1,1,2009-Q1,2009/01/01
363,NY,New York,#waywire,1,0.0,0.0,1,1750000,social_media,0,0,0,0,0,0,6,2012-Q2,2012/06/01
364,NY,New York,Feedtrace,1,0.0,0.0,1,130000,web,0,1,0,0,0,0,8,2009-Q3,2009/08/10
365,MA,Cambridge,Allurent,1,5.0,5.0,1,2000000,web,1,0,0,0,0,0,1,2005-Q1,2005/01/01
366,CA,Mountain View,Crossing Automation,1,5.0,7.0,4,13045000,semiconductors,0,0,1,1,0,0,1,2003-Q1,2003/01/01
367,CA,San Francisco,Scrapblog,1,0.0,4.0,4,10000000,web,0,0,1,1,1,0,1,2006-Q1,2006/01/01
368,CA,San Mateo,Yield Software,1,1.0,1.0,1,6000000,advertising,0,0,0,1,0,0,1,2007-Q1,2007/01/01
369,WA,Seattle,Off & Away,1,0.0,0.0,2,3250000,travel,1,0,1,0,0,0,12,2009-Q4,2009/12/01
370,CA,San Jose,CypherMax,0,6.0,7.0,3,148000000,hardware&software,1,0,0,1,0,0,1,2000-Q1,2000/01/01
371,NY,New York,Producteev,1,0.0,1.0,3,1310000,hardware&software,0,1,0,0,0,0,7,2008-Q3,2008/07/08
372,NY,New York,SpinTheCam,0,0.0,0.0,1,150000,games,0,1,0,0,0,0,2,2010-Q1,2010/02/12
373,CA,San Francisco,HotPads,1,1.0,1.0,1,2300000,web,0,0,1,0,0,0,5,2005-Q2,2005/05/04
374,CA,San Francisco,DanceJam,0,0.0,0.0,2,4500000,games,0,1,0,1,0,0,4,2007-Q2,2007/04/01
375,CA,San Francisco,SocialMedia.com,1,0.0,2.0,3,10000000,advertising,0,1,1,1,0,0,1,2007-Q1,2007/01/01
376,NY,New York,BuyWithMe,1,0.0,2.0,4,36500000,e-commerce,0,0,1,1,1,0,3,2009-Q1,2009/03/01
377,CA,Sunnyvale,Level 5 Networks,1,3.0,3.0,1,30000000,semiconductors,0,0,0,1,0,0,1,2002-Q1,2002/01/01
378,CA,Mountain View,Votizen,1,1.0,2.0,2,2250000,web,1,0,0,0,0,0,3,2009-Q1,2009/03/19
379,CA,San Mateo,TalkPlus,0,2.0,2.0,1,5500000,web,0,0,1,0,0,0,2,2004-Q1,2004/02/01
380,NY,New York,Robotgalaxy,0,1.0,2.0,2,12000000,games,0,0,1,1,0,0,1,2006-Q1,2006/01/01
381,CA,Sunnyvale,PasswordBank,1,0.0,1.0,2,3500000,hardware&software,0,1,1,0,0,0,1,2008-Q1,2008/01/01
382,CA,Palo Alto,SnapTell,1,1.0,1.0,1,4000000,hardware&software,0,0,1,0,0,0,1,2006-Q1,2006/01/01
383,CA,Sunnyvale,CloudShield Technologies,1,5.0,7.0,2,25000000,hardware&software,1,0,0,0,0,0,1,2000-Q1,2000/01/01
384,NY,New York,Instinctiv,1,0.0,3.0,3,1420698,mobile,1,1,0,0,0,0,8,2007-Q3,2007/08/01
385,CA,Los Angeles,Diversion,0,0.0,1.0,2,300000,games,0,1,0,1,0,0,5,2010-Q2,2010/05/01
386,CA,Palo Alto,Codesion,1,5.0,8.0,3,1400000,hardware&software,0,1,0,0,0,0,1,2002-Q1,2002/01/01
387,CA,San Francisco,Xoopit,1,2.0,4.0,2,6500000,web,0,0,1,0,0,0,1,2004-Q1,2004/01/01
388,CA,San Francisco,One Block Off the Grid (1BOG),1,1.0,1.0,1,5000000,clean_technology,0,0,1,0,0,0,11,2008-Q4,2008/11/01
389,CA,Palo Alto,Mytopia,1,1.0,2.0,2,3500000,games,0,1,1,0,0,0,1,2007-Q1,2007/01/01
390,CA,Sunnyvale,BARRX Medical,1,7.0,7.0,1,15000000,health&medical,0,0,0,0,0,1,1,2003-Q1,2003/01/01
391,CA,Santa Clara,Power Analog Microelectronics,0,3.0,3.0,2,12000000,hardware&software,0,0,1,1,0,0,1,2004-Q1,2004/01/01
392,WA,Seattle,StartupDigest,1,1.0,1.0,1,200000,social_media,1,0,0,0,0,0,11,2009-Q4,2009/11/16
393,TX,Austin,OtherInbox,1,0.0,2.0,4,3800000,hardware&software,0,1,1,0,0,0,1,2008-Q1,2008/01/01
394,CA,San Mateo,M-Factor,1,4.0,6.0,2,10100000,hardware&software,1,0,0,0,1,0,1,2003-Q1,2003/01/01
395,CA,Santa Clara,Athena Design Systems,0,4.0,4.0,1,4000000,hardware&software,0,0,0,1,0,0,1,2003-Q1,2003/01/01
396,CA,San Mateo,Servo Software,1,1.0,1.0,1,3011408,hardware&software,0,0,0,1,0,0,1,2008-Q1,2008/01/01
397,CA,San Mateo,Levanta,0,9.0,9.0,1,8000000,hardware&software,1,0,0,0,0,0,1,1998-Q1,1998/01/01
398,CA,San Mateo,EdgeSpring,1,0.0,2.0,2,12700000,analytics,0,0,1,0,0,0,7,2010-Q3,2010/07/01
399,CA,San Francisco,about.me,1,0.0,0.0,1,5675000,web,1,0,0,0,0,0,2,2013-Q1,2013/02/05
400,CA,Palo Alto,EchoSign,1,0.0,2.0,2,8500000,web,0,0,1,1,0,0,7,2005-Q3,2005/07/15
401,WA,Seattle,PI Corporation,1,3.0,3.0,1,9400000,web,0,0,0,1,0,0,1,2003-Q1,2003/01/01
402,CA,San Francisco,Pulse,1,0.0,1.0,2,9800000,social_media,0,1,1,0,0,0,5,2010-Q2,2010/05/01
403,CA,San Francisco,Opzi,0,0.0,0.0,2,1015000,games,0,1,0,0,0,0,5,2010-Q2,2010/05/01
404,CA,San Francisco,HipChat,1,0.0,0.0,1,100000,hardware&software,0,1,0,0,0,0,9,2009-Q3,2009/09/01
405,CA,Palo Alto,ScaleIO,1,1.0,1.0,1,12000000,hardware&software,1,0,0,0,0,0,1,2011-Q1,2011/01/01
406,NY,New York,GroupMe,1,0.0,0.0,2,11450000,hardware&software,0,1,0,1,0,0,5,2010-Q2,2010/05/01
407,CA,San Francisco,WeAre.Us,0,0.0,0.0,1,50000,advertising,0,1,0,0,0,0,12,2007-Q4,2007/12/01
408,CA,Santa Clara,Kickfire,0,2.0,2.0,1,20000000,hardware&software,0,0,0,1,0,0,1,2006-Q1,2006/01/01
409,TX,Austin,"LifeSize, a Division of Logitech",1,2.0,3.0,2,42500000,public_relations,0,0,0,0,1,1,1,2003-Q1,2003/01/01
410,CA,San Mateo,Aptana,1,2.0,2.0,1,7800000,hardware&software,1,0,0,0,0,0,1,2007-Q1,2007/01/01
411,CA,San Diego,ecoATM,1,1.0,4.0,4,71400000,clean_technology,1,0,1,0,0,0,8,2008-Q3,2008/08/02
412,CA,San Francisco,Adura Technologies,1,0.0,4.0,3,25500000,clean_technology,0,0,1,1,0,0,1,2008-Q1,2008/01/01
413,CA,Mountain View,Rhythm NewMedia,1,5.0,7.0,4,28932322,advertising,1,0,0,0,1,0,1,2005-Q1,2005/01/01
414,CA,San Francisco,Topsy Labs,1,0.0,5.0,6,35200000,analytics,1,0,1,1,1,0,1,2007-Q1,2007/01/15
415,CA,Menlo Park,Silver Tail Systems,1,0.0,3.0,3,22100000,analytics,1,0,1,1,0,0,1,2008-Q1,2008/01/08
416,CA,Mountain View,Reliant Technologies,1,6.0,6.0,1,15000000,biotechnology,0,0,0,0,0,0,1,2001-Q1,2001/01/01
417,NY,New York,Peek & Co,0,0.0,3.0,2,626096,mobile,1,0,1,0,0,0,11,2007-Q4,2007/11/01
418,MA,Cambridge,Bluefin Labs,1,0.0,3.0,4,20350000,analytics,0,1,1,1,0,0,6,2008-Q2,2008/06/01
419,CA,San Jose,C2 Microsystems,0,5.0,5.0,1,10000000,hardware&software,1,0,0,0,0,0,1,2004-Q1,2004/01/01
420,CA,Palo Alto,GoPollGo,1,0.0,0.0,1,425000,web,0,1,0,0,0,0,1,2011-Q1,2011/01/01
421,CA,San Francisco,Kima Labs,1,0.0,0.0,1,770000,mobile,0,1,0,0,0,0,1,2010-Q1,2010/01/01
422,CA,San Francisco,Whiskey Media,1,1.0,2.0,2,4000000,web,1,0,0,0,0,0,10,2007-Q4,2007/10/01
